,trial_number,set_size,match,correct,response,response_time,probe_letter,session,session_file
239,40.0,6.0,1.0,1.0,51.0,1.362,D,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
240,41.0,4.0,1.0,1.0,51.0,0.97,N,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
241,42.0,6.0,1.0,1.0,51.0,1.094125,W,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
242,43.0,6.0,1.0,1.0,51.0,1.3115,L,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
243,44.0,4.0,1.0,1.0,51.0,0.886875,C,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
244,45.0,4.0,1.0,1.0,51.0,1.143625,T,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
245,46.0,8.0,2.0,1.0,52.0,1.739125,W,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
246,47.0,6.0,2.0,1.0,52.0,1.163125,K,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
247,48.0,6.0,2.0,1.0,52.0,2.377875,W,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
248,49.0,4.0,2.0,1.0,52.0,0.9795,B,5,Data_Subject_08_Session_05.h5_seeg_raw.csv
